SampleID,FlightID,Callsign,Track Miles,3Di Score,Fuel Burn,CO2,Flight Time
16,383,MBR566,370.630932,82.4482,0.246267,0.78313,4784
16,384,MBR574,377.863255,71.7329,1.20821,3.84209,3887
16,385,MBR575,375.636248,75.3048,0.694716,2.2092,3673
16,386,MBR576,372.901793,81.7915,0.265401,0.843974,4787
16,387,MBR580,380.266069,83.3969,2.03541,6.47261,3494
16,388,MBR582,375.636248,70.3444,0.53186,1.69132,4256
16,389,MBR593,383.152381,82.117,0.898009,2.85567,3551
16,390,MBR25,372.901793,74.3657,0.306852,0.97579,4813
16,391,MBR26,370.630932,71.7909,0.25036,0.796146,4760
16,392,MBR43,375.636248,81.7882,0.480749,1.52878,3897
16,393,MBR79,377.956612,70.124,2.56555,8.15845,3664
16,394,MBR117,377.959981,71.0089,2.45376,7.80295,3775
16,395,MBR127,380.280528,71.6936,2.57932,8.20223,3990
16,396,MBR132,382.967118,73.0794,1.75381,5.57712,3669
16,397,MBR135,370.630932,70.0949,0.251089,0.798464,4820
16,398,MBR137,377.956612,66.6038,2.67873,8.51835,3746
16,399,MBR238,383.152381,72.3508,0.996511,3.1689,3837
16,400,MBR240,375.636248,70.8652,0.722965,2.29903,3750
16,401,MBR242,375.636248,71.6262,0.716578,2.27872,3748
16,402,MBR244,370.630932,79.7528,0.214558,0.682294,4854
16,403,MBR245,383.011913,82.3677,1.53094,4.8684,3397
16,404,MBR260,382.945904,75.7049,2.18485,6.94783,3673
16,405,MBR261,375.636248,79.3612,0.492294,1.5655,3984
16,406,MBR262,383.058415,81.355,0.826808,2.62925,3816
16,407,MBR266,380.250853,81.6365,2.31365,7.35742,3495
16,408,MBR267,377.959981,85.935,1.89585,6.0288,3378
16,409,MBR269,380.298178,73.1427,2.12826,6.76788,3916
16,410,MBR294,383.011913,88.4421,1.24672,3.96457,3297
16,411,MBR297,377.959981,83.6602,2.00957,6.39045,3406
16,412,MBR298,383.198370,67.6819,0.494476,1.57243,4902
16,413,MBR300,383.187802,74.8218,0.418165,1.32976,5053
16,414,MBR301,372.901793,79.8957,0.275867,0.877257,4748
16,415,MBR302,383.187802,72.7363,0.43678,1.38896,5034
16,416,MBR308,375.636248,70.3444,0.53186,1.69132,4256
16,417,MBR314,377.956612,82.767,1.99047,6.3297,3347
16,418,MBR315,377.956612,73.0249,2.46354,7.83405,3594
16,419,MBR322,373.525428,84.4789,0.566826,1.80251,3627
16,420,MBR323,377.962393,80.7867,0.624135,1.98475,3844
16,421,MBR333,377.959981,86.5418,1.8544,5.89698,3389
16,422,MBR336,383.417292,83.5378,0.904793,2.87724,3586
16,423,MBR338,377.959977,70.9284,0.617876,1.96485,4036
16,424,MBR340,370.630932,69.8264,0.284408,0.904418,5260
16,425,MBR341,370.630932,79.8261,0.253312,0.805533,4889
16,426,MBR343,383.011913,84.1878,1.47526,4.69132,3335
16,427,MBR345,380.080508,79.5597,0.264569,0.84133,5657
16,428,MBR349,377.959977,74.1279,0.595828,1.89473,3951
16,429,MBR356,370.630932,68.2832,0.258313,0.821436,4882
16,430,MBR358,384.806527,66.877,0.457417,1.45459,6145
16,431,MBR359,370.630932,77.5639,0.242404,0.770845,4544
16,432,MBR362,380.080508,77.5732,0.271376,0.862976,5636
16,433,MBR368,375.636248,71.6262,0.716578,2.27872,3748
16,434,MBR370,377.956612,79.8192,2.17828,6.92692,3384
16,435,MBR371,375.636248,79.3612,0.492294,1.5655,3984
16,436,MBR373,383.417292,76.2224,0.991414,3.1527,3811
16,437,MBR376,377.960918,80.645,0.574759,1.82773,3835
16,438,MBR381,383.152381,80.1269,0.922136,2.93239,3615
16,439,MBR384,380.266069,79.7269,2.22007,7.05982,3564
16,440,MBR216,380.527590,65.0108,0.09751,0.310082,8727
16,441,MBR120,380.080508,75.2105,0.285218,0.906993,5618
16,442,MBR831,383.187802,66.2218,0.458529,1.45812,5456
16,443,MBR495,380.527590,65.0108,0.09751,0.310082,8727
16,444,MBR589,380.344091,64.832,0.0992593,0.315645,6833
16,445,MBR603,370.630932,60.8243,0.0725716,0.230778,9069
16,446,MBR606,381.648929,65.4978,0.146234,0.465023,8140
16,447,MBR835,384.806527,68.5241,0.393827,1.25237,5937
16,448,MBR839,381.648929,65.4978,0.146234,0.465023,8140
16,449,MBR124,375.636248,70.3444,0.53186,1.69132,4256
16,450,MBR129,403.866947,74.432,0.103418,0.32887,9026
16,451,MBR528,373.525428,70.5852,0.702608,2.23429,3968
16,452,MBR549,403.887021,74.482,0.0973097,0.309445,8340
16,453,MBR551,403.866947,74.5149,0.104664,0.332831,9148
16,454,MBR342,381.648929,65.4978,0.146234,0.465023,8140
16,455,MBR118,380.527590,65.0108,0.09751,0.310082,8727
16,456,MBR122,380.080508,79.5597,0.264569,0.84133,5657
16,457,MBR239,370.630932,77.5676,0.236288,0.751397,4543
16,458,MBR249,380.080508,75.2105,0.285218,0.906993,5618
16,459,MBR265,403.866947,74.5149,0.104664,0.332831,9148
16,460,MBR271,403.866947,74.8749,0.0930987,0.296054,8269
16,461,MBR320,403.866947,74.432,0.103418,0.32887,9026
16,462,MBR326,380.298178,73.1427,2.12826,6.76788,3916
16,463,MBR330,401.130522,73.6175,0.0966884,0.307469,8788
16,464,MBR353,370.630932,61.2343,0.0729235,0.231897,9173
16,465,MBR439,377.956612,63.8628,2.99497,9.52399,4829
16,466,MBR821,383.011913,72.6548,1.77224,5.63572,3663
16,467,MBR866,380.066854,72.334,1.22086,3.88234,3797
16,468,MBR443,380.527590,65.0108,0.09751,0.310082,8727
16,469,MBR711,380.066854,65.9733,1.29243,4.10992,4324
16,470,MBR714,403.887021,74.482,0.0973097,0.309445,8340
16,471,MBR258,407.707107,76.1618,0.103588,0.32941,9071
16,472,MBR306,407.707107,76.4363,0.0940415,0.299052,8349
16,473,MBR130,407.707107,76.0844,0.105695,0.33611,9236
16,474,MBR167,384.367750,66.5625,0.098519,0.31329,8814
16,475,MBR337,384.367750,66.5625,0.098519,0.31329,8814
16,476,MBR228,340.508716,48.6638,0.087016,0.276711,7828
16,477,MBR212,340.508716,48.6638,0.087016,0.276711,7828
16,478,MBR194,344.304518,50.7304,0.414602,1.31843,4848
